index,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy
3364,5/02/2015 5:30,20.945,23.5,0.0,443.0,0.003597065,0
11004,11/02/2015 18:04,21.89,29.2675,419.0,646.75,0.004755715,1
14607,14/02/2015 6:07,19.6,38.59,0.0,503.0,0.005451718,0
8383,8/02/2015 17:09,19.42666667,27.16666667,20.66666667,427.0,0.003786695,0
3375,5/02/2015 5:41,20.89,23.445,0.0,446.5,0.0035764079999999997,0
2847,4/02/2015 20:53,21.6,26.39,0.0,507.0,0.004209139000000001,0
15910,15/02/2015 3:49,20.1,33.09,0.0,558.0,0.004817065,0
7387,8/02/2015 0:33,19.6,29.7,0.0,439.5,0.004187347,0
677,3/02/2015 1:36,20.56666667,22.1,0.0,446.0,0.0033033140000000003,0
648,3/02/2015 1:07,20.525,22.29,0.0,449.75,0.003323268,0
5186,6/02/2015 11:51,21.7,20.39,474.33333330000005,794.3333332999999,0.0032671840000000002,1
14203,13/02/2015 23:23,20.0,32.7,0.0,505.0,0.00473025,0
226,2/02/2015 18:04,22.39,25.0,0.0,805.5,0.00418413,0
5540,6/02/2015 17:45,21.65,21.2,433.0,819.5,0.003387254,1
11000,11/02/2015 18:00,21.89,29.42,415.5,643.5,0.004780685,1
9932,9/02/2015 18:58,21.2,36.2,0.0,1313.0,0.00564694,0
16285,15/02/2015 10:05,21.89,28.7,152.75,641.5,0.00466281,0
4236,5/02/2015 20:02,21.16666667,19.5,0.0,493.0,0.003022951,0
16369,15/02/2015 11:29,22.39,28.7,347.5,631.75,0.004808168,0
16232,15/02/2015 9:11,20.79,29.53333333,153.0,618.0,0.004484005,0
14939,14/02/2015 11:38,20.6,35.29,35.66666667,503.66666669999995,0.005302594,0
12431,12/02/2015 17:51,21.89,28.1,0.0,620.0,0.004564614,0
11922,12/02/2015 9:22,22.1,24.79,515.0,1040.0,0.004075665,1
10735,10/02/2015 8:21,20.29,33.12666667,0.0,450.0,0.004879897,0
5785,6/02/2015 21:51,20.2,18.89,0.0,443.5,0.002757882,0
13644,13/02/2015 14:04,23.5,26.2225,611.5,548.0,0.004697729,1
2414,4/02/2015 6:33,20.6,24.1,0.0,467.5,0.0036114479999999997,0
5934,7/02/2015 0:20,20.0,18.7,0.0,451.0,0.002696288,0
6969,7/02/2015 17:35,20.5,21.39,0.0,440.0,0.0031834579999999997,0
15830,15/02/2015 2:30,20.0,34.09,0.0,542.0,0.004932917,0
7047,7/02/2015 18:53,20.15,23.29,0.0,439.0,0.003393215,0
4892,6/02/2015 6:58,20.1,18.6,0.0,430.0,0.002698537,0
1035,3/02/2015 7:34,20.29,22.79,0.0,440.0,0.0033490020000000002,0
2011,3/02/2015 23:50,20.89,24.9725,0.0,558.5,0.003810848,0
10284,10/02/2015 0:49,20.29,33.0,0.0,477.0,0.004861092,0
7106,7/02/2015 19:52,20.0,24.79,0.0,441.66666669999995,0.003579437,0
8677,8/02/2015 22:02,19.6,27.6,0.0,451.0,0.0038894209999999997,0
2229,4/02/2015 3:28,20.7,24.675,0.0,479.25,0.003721126,0
5212,6/02/2015 12:17,21.7675,20.3175,496.5,806.0,0.003269036,1
16539,15/02/2015 14:19,22.0,30.39,89.33333333,670.3333332999999,0.004973094,0
9882,9/02/2015 18:08,22.05,37.645,0.0,1742.0,0.0061911380000000005,0
3509,5/02/2015 7:54,20.945,23.39,399.5,531.25,0.00358013,1
11289,11/02/2015 22:49,20.5,28.16,0.0,484.66666669999995,0.004197832,0
1448,3/02/2015 14:26,23.29,27.5,505.8,1051.8,0.004865854,1
16810,15/02/2015 18:49,20.5,32.9,0.0,649.0,0.004910005,0
3236,5/02/2015 3:22,20.92666667,24.79,0.0,443.33333330000005,0.003791422,0
16336,15/02/2015 10:56,21.7,29.5,97.66666667,640.3333332999999,0.004738041,0
14535,14/02/2015 4:54,19.6,37.09,0.0,502.0,0.005238024,0
2633,4/02/2015 10:12,23.79,26.125,740.5,1122.5,0.004763231,1
7054,7/02/2015 19:00,20.1,23.39,0.0,439.0,0.0033972779999999997,0
15989,15/02/2015 5:09,20.1,32.29,0.0,569.5,0.004699725,0
15696,15/02/2015 0:16,20.0,35.59,0.0,536.0,0.0051517690000000005,0
1320,3/02/2015 12:19,22.39,27.29,603.6,1064.0,0.004570212,0
6433,7/02/2015 8:38,19.7,19.5,26.5,460.25,0.002760093,0
1479,3/02/2015 14:57,23.2,29.33,464.0,1196.5,0.005163966,1
5738,6/02/2015 21:04,20.2,19.1,0.0,450.0,0.002788679,0
15092,14/02/2015 14:12,20.2675,35.5675,13.0,507.25,0.00523514,0
8746,8/02/2015 23:12,19.5,27.7,0.0,453.0,0.0038792609999999997,0
14293,14/02/2015 0:53,19.89,34.9,0.0,506.5,0.005016486,0
6461,7/02/2015 9:07,19.7675,19.5,93.5,461.0,0.0027717329999999997,0
14369,14/02/2015 2:09,19.79,36.09,0.0,500.0,0.005156614,0
1333,3/02/2015 12:32,22.575,26.79,653.0,1033.0,0.004536962,1
13753,13/02/2015 15:53,22.42666667,29.73,478.0,596.3333332999999,0.004993318,1
5021,6/02/2015 9:07,20.89,20.13333333,442.33333330000005,677.3333332999999,0.0030687390000000004,1
13979,13/02/2015 19:38,20.79,32.0,0.0,511.0,0.004861443,0
656,3/02/2015 1:14,20.56,22.2,0.0,449.0,0.00331697,0
12980,13/02/2015 3:00,20.89,24.745,0.0,579.5,0.00377592,0
17040,15/02/2015 22:40,20.29,30.79,0.0,709.5,0.004533174,0
4217,5/02/2015 19:43,21.1,19.79,0.0,517.0,0.0030555340000000004,0
3784,5/02/2015 12:29,22.7,26.89,534.0,1106.0,0.004588962,1
12461,12/02/2015 18:21,21.89,28.15,0.0,597.0,0.004572796,0
3280,5/02/2015 4:06,20.89,24.39,0.0,439.5,0.003721425,0
528,2/02/2015 23:06,20.7,22.34,0.0,453.0,0.003367089,0
11826,12/02/2015 7:46,20.5,22.39,0.0,720.0,0.003333084,0
4534,6/02/2015 1:00,20.29,20.7,0.0,442.0,0.003040374,0
11248,11/02/2015 22:08,20.7,29.4,0.0,488.5,0.004438767,0
15356,14/02/2015 18:36,19.84,35.4,0.0,523.0,0.005073062,0
10253,10/02/2015 0:19,20.29,33.0,0.0,488.0,0.004861092,0
13933,13/02/2015 18:53,21.2,32.4,0.0,526.0,0.005049355,0
2353,4/02/2015 5:31,20.625,24.4175,0.0,463.5,0.003664984,0
16035,15/02/2015 5:55,20.1,32.345,0.0,568.0,0.004707790999999999,0
7513,8/02/2015 2:38,19.39,30.84,0.0,439.0,0.004292381,0
11403,12/02/2015 0:42,20.6,26.245,0.0,514.0,0.003934915,0
11915,12/02/2015 9:15,21.815,24.55,508.0,991.5,0.00396593,1
6293,7/02/2015 6:19,19.7,19.39,0.0,442.0,0.0027444540000000003,0
8099,8/02/2015 12:24,19.675,30.2,88.5,428.75,0.004278346,0
16481,15/02/2015 13:21,22.575,29.4175,97.75,644.0,0.004985504,0
15825,15/02/2015 2:25,20.0,34.2,0.0,543.5,0.004948961,0
2099,4/02/2015 1:18,20.79,24.945,0.0,526.0,0.0037831279999999998,0
16239,15/02/2015 9:19,20.89,29.5,178.5,618.5,0.004506758,0
4975,6/02/2015 8:21,20.865,19.65,419.0,579.5,0.002990089,1
14358,14/02/2015 1:58,19.79,35.9,0.0,504.0,0.005129242,0
1402,3/02/2015 13:40,23.18333333,25.51666667,561.8333332999999,880.3333332999998,0.004483179,1
10057,9/02/2015 21:03,20.5,34.045,0.0,751.5,0.005082281,0
7467,8/02/2015 1:53,19.5,30.5,0.0,439.0,0.004274083,0
10541,10/02/2015 5:06,20.2,33.0,0.0,445.0,0.004833908,0
11203,11/02/2015 21:23,20.79,29.05,0.0,493.0,0.004410101,0
3290,5/02/2015 4:15,20.89,24.29,0.0,442.0,0.0037060770000000003,0
9880,9/02/2015 18:06,22.03333333,37.59666667,0.0,1774.0,0.006176767,0
15848,15/02/2015 2:48,20.03333333,33.93333333,0.0,543.6666667000001,0.004920295999999999,0
3745,5/02/2015 11:51,22.2,27.03333333,444.0,1132.333333,0.004474497,1
1868,3/02/2015 21:27,21.0,26.29,0.0,624.5,0.0040406140000000005,0
15615,14/02/2015 22:54,20.0,35.79,0.0,538.0,0.0051809609999999996,0
12708,12/02/2015 22:27,21.0,26.945,0.0,565.0,0.004141953,0
7704,8/02/2015 5:50,19.29,31.5,0.0,437.0,0.004357482,0
13338,13/02/2015 8:57,21.29,25.49666667,499.33333330000005,525.0,0.003988753,0
2493,4/02/2015 7:52,20.6,24.2,399.5,528.0,0.0036265209999999997,0
3475,5/02/2015 7:21,20.7,22.5,0.0,455.0,0.003391335,0
2097,4/02/2015 1:15,20.79,24.89,0.0,520.75,0.003774736,0
10895,11/02/2015 16:14,21.89,29.9175,429.0,756.0,0.00486216,1
12310,12/02/2015 15:49,22.6,25.79,55.0,538.0,0.004373101,0
14816,14/02/2015 9:36,20.1,36.245,6.0,508.0,0.005280251999999999,0
16745,15/02/2015 17:44,20.5,32.5,14.0,668.0,0.0048498429999999995,0
9203,9/02/2015 6:49,19.29,26.2,0.0,461.5,0.0036200509999999996,0
3140,5/02/2015 1:46,21.2,25.0,0.0,438.5,0.003888897,0
12473,12/02/2015 18:33,21.745,28.05,0.0,591.5,0.004515963,0
9067,9/02/2015 4:33,19.29,26.79,0.0,469.5,0.003702057,0
10013,9/02/2015 20:19,20.5,34.79,0.0,917.0,0.0051944240000000004,0
13561,13/02/2015 12:40,23.82333333,25.06666667,767.0,604.3333332999999,0.004578092,1
15662,14/02/2015 23:42,20.0,35.7,0.0,539.0,0.0051678240000000005,0
4008,5/02/2015 16:14,22.39,26.5725,444.0,1062.75,0.004449194,1
11307,11/02/2015 23:06,20.6,28.0,0.0,493.0,0.0041998190000000005,0
6714,7/02/2015 13:20,23.075,16.865,261.0,448.0,0.0029364990000000004,0
15788,15/02/2015 1:47,20.0,34.7,0.0,541.0,0.0050218979999999995,0
16461,15/02/2015 13:01,22.9725,28.79,173.66666669999998,635.6666667000001,0.0049982920000000005,0
5331,6/02/2015 14:17,21.89,19.675,522.0,717.75,0.003189025,1
1683,3/02/2015 18:22,22.365,30.075,0.0,1164.0,0.005032671,0
9070,9/02/2015 4:36,19.29,26.89,0.0,465.0,0.0037159579999999997,0
7193,7/02/2015 21:19,19.89,26.7,0.0,441.0,0.0038305690000000002,0
16795,15/02/2015 18:35,20.5,32.79,0.0,675.0,0.004893459,0
6879,7/02/2015 16:05,21.2,19.2,31.0,435.66666669999995,0.002982347,0
2837,4/02/2015 20:43,21.6,26.5,0.0,517.0,0.0042268029999999995,0
3485,5/02/2015 7:31,20.7,22.5,0.0,459.0,0.003391335,0
11907,12/02/2015 9:07,21.5,24.1,476.25,903.0,0.0038180479999999997,1
4245,5/02/2015 20:10,21.2,19.34,0.0,485.5,0.003004198,0
2559,4/02/2015 8:57,21.2,25.29,464.0,777.75,0.003934293,0
13381,13/02/2015 9:40,22.35666667,25.13333333,661.6666667000001,582.0,0.004198019,1
15591,14/02/2015 22:31,19.89,36.0,0.0,530.0,0.005175915,0
15870,15/02/2015 3:10,20.1,33.7,0.0,550.0,0.004906565999999999,0
16081,15/02/2015 6:40,20.0,32.145,0.0,577.5,0.004649365999999999,0
7737,8/02/2015 6:23,19.2,31.7,0.0,427.0,0.004360649,0
4018,5/02/2015 16:24,22.39,26.79,438.0,1086.0,0.004485874,1
12601,12/02/2015 20:41,21.2,27.645,0.0,566.0,0.004303189000000001,0
4424,5/02/2015 23:10,20.5,21.29,0.0,447.0,0.0031684990000000004,0
8239,8/02/2015 14:44,20.39,26.245,100.25,419.75,0.003883937,0
564,2/02/2015 23:43,20.625,22.2225,0.0,445.0,0.003333756,0
2831,4/02/2015 20:37,21.6,26.7,0.0,521.0,0.004258922,0
8191,8/02/2015 13:57,20.7,26.675,136.0,423.0,0.004024688,0
12241,12/02/2015 14:41,23.39,24.89,98.66666667,583.0,0.004427612,0
11236,11/02/2015 21:55,20.7,29.26333333,0.0,490.33333330000005,0.004417986,0
8069,8/02/2015 11:55,19.175,30.89,13.0,429.5,0.004241804,0
8067,8/02/2015 11:53,19.1,30.92666667,31.0,433.0,0.004226923,0
12022,12/02/2015 11:02,23.96333333,22.56666667,291.0,824.3333332999999,0.00415352,0
6809,7/02/2015 14:55,22.125,17.815,70.0,438.75,0.002928011,0
2919,4/02/2015 22:05,21.39,25.7,0.0,480.0,0.004045656,0
3306,5/02/2015 4:32,20.89,24.2,0.0,448.0,0.003692263,0
133,2/02/2015 16:32,22.7,26.53333333,444.0,966.6666667000002,0.004527652,1
4880,6/02/2015 6:46,20.39,18.5,0.0,428.5,0.002732736,0
8647,8/02/2015 21:33,19.5,27.6,0.0,458.0,0.00386517,0
2131,4/02/2015 1:50,20.7,25.1,0.0,509.66666669999995,0.0037856079999999998,0
3900,5/02/2015 14:25,22.2,27.1,441.0,839.0,0.004485611,1
8996,9/02/2015 3:22,19.29,26.79,0.0,469.0,0.003702057,0
3098,5/02/2015 1:04,21.1,25.39,0.0,448.0,0.003925619,0
3732,5/02/2015 11:38,22.2,27.0,454.0,1134.25,0.00446894,1
4377,5/02/2015 22:23,20.55,20.89,0.0,449.5,0.0031183229999999997,0
16155,15/02/2015 7:54,20.0,31.2,0.0,602.5,0.004511693,0
3954,5/02/2015 15:20,22.6,28.1475,471.5,1105.25,0.004775922,1
12146,12/02/2015 13:06,24.29,23.445,237.5,750.0,0.004402361,0
4691,6/02/2015 3:36,20.5,18.84,0.0,434.5,0.002802233,0
5693,6/02/2015 20:19,20.39,19.15,0.0,462.0,0.002829188,0
6153,7/02/2015 3:59,19.79,19.29,0.0,438.0,0.002745599,0
8855,9/02/2015 1:01,19.39,27.0,0.0,462.5,0.003754695,0
13740,13/02/2015 15:40,22.6,29.1,479.0,570.0,0.00493882,1
14126,13/02/2015 22:06,20.2,31.39,0.0,511.5,0.0045963290000000006,0
1561,3/02/2015 16:20,22.79,30.89,444.0,1353.75,0.0053065130000000005,1
16050,15/02/2015 6:10,20.1,32.2,0.0,573.0,0.004686527,0
11637,12/02/2015 4:37,20.6,24.0,0.0,556.0,0.0035963759999999997,0
6503,7/02/2015 9:49,20.815,18.815,205.0,458.5,0.00285361,0
1765,3/02/2015 19:44,21.29,27.85,0.0,803.8,0.004359494,0
716,3/02/2015 2:15,20.5,22.29,0.0,441.25,0.003318119,0
1468,3/02/2015 14:47,23.29,28.79,474.0,1156.75,0.005095977,1
13351,13/02/2015 9:10,21.63333333,25.86333333,509.66666669999995,579.0,0.0041330559999999995,1
8944,9/02/2015 2:30,19.39,26.7,0.0,472.0,0.0037127270000000003,0
8968,9/02/2015 2:54,19.445,26.65,0.0,464.0,0.0037185129999999997,0
8598,8/02/2015 20:44,19.39,27.39,0.0,444.5,0.003809261,0
13967,13/02/2015 19:27,20.89,32.145,0.0,511.0,0.004914031,0
559,2/02/2015 23:38,20.63333333,22.26,0.0,453.0,0.003341137,0
5038,6/02/2015 9:23,21.05,21.0,436.5,764.0,0.003233331,1
14728,14/02/2015 8:08,19.7,37.29,0.0,511.5,0.005299601,0
2896,4/02/2015 21:42,21.445,25.745,0.0,488.0,0.004066556,0
14777,14/02/2015 8:57,20.0,36.4,17.0,502.0,0.005270011999999999,0
7248,7/02/2015 22:14,19.79,28.0,0.0,438.0,0.003993277,0
14547,14/02/2015 5:06,19.66666667,37.96666667,0.0,505.0,0.0053853469999999995,0
3201,5/02/2015 2:47,21.1,24.89,0.0,438.5,0.003847834,0
4605,6/02/2015 2:10,20.55,19.6,0.0,433.0,0.002924855,0
9319,9/02/2015 8:44,19.525,27.025,289.75,473.75,0.0037900779999999997,1
11950,12/02/2015 9:49,22.865,24.6475,621.0,1139.75,0.004246233,1
14964,14/02/2015 12:04,20.89,34.7,68.5,508.75,0.005307949,0
12551,12/02/2015 19:51,21.29,27.79,0.0,567.0,0.004350036,0
4046,5/02/2015 16:52,22.29,26.1425,438.0,1061.75,0.004349958,1
5576,6/02/2015 18:22,21.39,20.5,0.0,719.0,0.003222838,0
4622,6/02/2015 2:28,20.6,19.5,0.0,440.0,0.002918891,0
15286,14/02/2015 17:25,20.0,35.59,14.0,521.0,0.0051517690000000005,0
3849,5/02/2015 13:34,22.2675,26.1725,567.5,883.5,0.004348983,0
14836,14/02/2015 9:55,20.1,36.29,19.5,503.75,0.005286863,0
6585,7/02/2015 11:10,22.39,17.7,338.0,453.66666669999995,0.002956556,0
13388,13/02/2015 9:48,22.5,25.05,705.5,580.5,0.004220874,1
15495,14/02/2015 20:55,19.85666667,35.46666667,0.0,528.3333333,0.005087993,0
9171,9/02/2015 6:16,19.39,26.46333333,0.0,460.33333330000005,0.003679623,0
3668,5/02/2015 10:34,22.1,26.29,454.0,1007.5,0.004323991,1
1184,3/02/2015 10:02,21.6,27.6,479.0,1033.5,0.004403497,1
4017,5/02/2015 16:23,22.42666667,26.69666667,429.0,1088.0,0.0044801829999999996,1
4411,5/02/2015 22:57,20.5,21.245,0.0,451.0,0.0031617679999999997,0
15085,14/02/2015 14:05,20.29,35.59,37.0,501.5,0.005245832,0
7722,8/02/2015 6:08,19.29,31.7,0.0,432.0,0.004385344,0
15974,15/02/2015 4:53,20.1,32.29,0.0,568.0,0.004699725,0
14870,14/02/2015 10:30,20.15,36.545,44.0,511.0,0.005340971999999999,0
16332,15/02/2015 10:52,21.79,29.29,87.0,632.6666667000001,0.0047302,0
7271,7/02/2015 22:37,19.7,28.29,0.0,438.0,0.004012283,0
254,2/02/2015 18:33,21.945,24.6,0.0,715.0,0.00400593,0
2751,4/02/2015 19:17,22.2,27.245,0.0,584.5,0.004509785,0
2002,3/02/2015 23:41,20.89,25.0,0.0,558.0,0.00381507,0
15513,14/02/2015 21:13,19.945,35.2,0.0,538.0,0.005077379,0
3965,5/02/2015 15:30,22.5,27.6,460.0,1085.0,0.004653759,1
9332,9/02/2015 8:57,19.7,27.9175,389.0,528.75,0.0039591159999999995,1
7329,7/02/2015 23:35,19.7,29.0,0.0,438.0,0.0041136459999999994,0
7634,8/02/2015 4:40,19.39,31.29,0.0,436.33333330000005,0.004355451,0
14689,14/02/2015 7:28,19.6,38.09,0.0,499.5,0.00538047,0
11196,11/02/2015 21:16,20.79,29.39,0.0,486.0,0.004462087,0
5303,6/02/2015 13:49,21.7,19.16666667,509.0,646.0,0.003070196,1
7438,8/02/2015 1:24,19.5,30.1,0.0,434.0,0.00421765,0
13330,13/02/2015 8:50,21.2,25.245,42.0,516.5,0.003927249,0
2613,4/02/2015 9:52,23.025,25.4175,698.25,986.25,0.004422767,1
8553,8/02/2015 19:59,19.39,27.6,0.0,441.0,0.003838647,0
5520,6/02/2015 17:25,21.7,21.53333333,447.0,871.6666667000002,0.003451402,1
10853,11/02/2015 15:33,21.89,30.77,432.75,888.25,0.005001821,1
3262,5/02/2015 3:48,21.0,24.445,0.0,445.0,0.0037553359999999997,0
10825,11/02/2015 15:04,21.89,31.6,449.5,1060.5,0.005137857,1
2513,4/02/2015 8:12,20.82333333,25.03333333,419.0,622.6666667000001,0.0038044529999999997,1
15059,14/02/2015 13:38,20.6,35.2,75.75,496.5,0.005288956,0
8174,8/02/2015 13:40,20.7,27.39,147.5,420.5,0.004133283,0
9808,9/02/2015 16:53,22.1,38.845,433.0,1997.5,0.006410229,1
2854,4/02/2015 21:00,21.6,26.29,0.0,503.5,0.004193082,0
16813,15/02/2015 18:53,20.5,32.9,0.0,650.5,0.004910005,0
4399,5/02/2015 22:45,20.5,21.1,0.0,454.5,0.003140079,0
456,2/02/2015 21:55,20.79,22.65,0.0,471.25,0.00343315,0
120,2/02/2015 16:19,22.89,27.6,432.75,1043.6,0.004766045,1
14680,14/02/2015 7:20,19.6,38.345,0.0,509.0,0.005416804,0
14258,14/02/2015 0:17,20.0,33.79,0.0,501.5,0.004889165,0
1977,3/02/2015 23:16,20.89,25.2,0.0,558.3333332999999,0.003845779,0
2964,4/02/2015 22:50,21.29,25.7,0.0,467.0,0.004020769,0
11140,11/02/2015 20:19,21.0,29.6,0.0,502.0,0.004553064,0
6746,7/02/2015 13:52,22.7,17.075,143.25,446.5,0.00290614,0
7844,8/02/2015 8:10,19.29,31.2,0.0,433.0,0.004315694,0
9277,9/02/2015 8:03,19.5,26.5,0.0,472.5,0.0037102040000000004,0
3677,5/02/2015 10:43,22.08,26.18,454.0,1009.6,0.004300492,1
4145,5/02/2015 18:30,21.5,23.35,0.0,732.5,0.003698522,0
14776,14/02/2015 8:55,20.0,36.5,6.0,507.0,0.0052846130000000005,0
15673,14/02/2015 23:53,20.0,35.7,0.0,543.5,0.0051678240000000005,0
2024,4/02/2015 0:03,20.83,24.87,0.0,547.0,0.00378104,0
3005,4/02/2015 23:31,21.2,25.39,0.0,467.0,0.003949949,0
8418,8/02/2015 17:44,19.39,27.2,0.0,422.0,0.0037826759999999996,0
15769,15/02/2015 1:28,20.0,35.0,0.0,534.0,0.005065669,0
8253,8/02/2015 14:58,20.29,26.2,48.5,421.5,0.003853207,0
16259,15/02/2015 9:39,21.5,29.0,210.0,635.75,0.004600072,0
11890,12/02/2015 8:50,20.85666667,22.72666667,443.0,736.0,0.0034590790000000003,1
3633,5/02/2015 9:59,22.1,26.39,444.0,1037.0,0.004340553,1
10031,9/02/2015 20:37,20.5,34.4,0.0,843.0,0.005135714,0
2118,4/02/2015 1:37,20.772,25.0,0.0,518.8,0.003787295,0
1609,3/02/2015 17:08,22.7,31.236,433.0,1384.8,0.005337001,1
5060,6/02/2015 9:46,21.2675,21.0,460.0,794.5,0.0032770240000000003,1
7212,7/02/2015 21:38,19.89,27.1,0.0,438.0,0.0038883140000000004,0
