index,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,day,id,diff_Temperature,diff_Humidity,diff_Light,diff_CO2,diff_HumidityRatio
16794,19.29,26.79,0.0,461.0,0.003702057,0,2015-09-02,276.0,0.0,0.0,0.0,0.0,0.0
1850,21.29,27.89,0.0,565.0,0.004365799,0,2015-12-02,1204.0,0.0,0.0,0.0,0.0,0.0
4411,19.79,36.2,24.0,509.0,0.005172462,0,2015-02-14,946.0,0.0,0.0,0.0,0.0,0.0
14804,19.29,27.5,0.0,426.0,0.00380077,0,2015-08-02,1105.0,0.0,0.0,0.0,0.0,0.0
16678,19.39,26.7,0.0,471.5,0.0037127270000000003,0,2015-09-02,159.0,0.0,0.0,0.0,0.0,0.0
9520,20.7,24.79,0.0,481.0,0.003738573,0,2015-04-02,201.0,0.0,0.0,0.0,0.0,0.0
15309,19.5,31.2,0.0,438.5,0.0043728659999999996,0,2015-08-02,231.0,0.0,0.0,0.0,0.0,0.0
3259,21.0,24.6,0.0,579.0,0.003779293,0,2015-02-13,93.0,0.0,0.0,0.0,0.0,0.0
12551,20.29,18.745,0.0,437.0,0.002751957,0,2015-06-02,352.0,0.0,0.0,0.0,0.0,0.0
9309,21.5,25.79,0.0,493.0,0.004087546,0,2015-04-02,882.0,0.0,0.0,0.0,0.0,0.0
4412,19.84,36.145,24.0,513.0,0.005180715,0,2015-02-14,947.0,0.0,0.0,0.0,0.0,0.0
7967,22.7,31.1,433.0,1344.25,0.005313565,1,2015-03-02,1040.0,0.0,0.0,0.0,0.0,0.0
553,20.84,35.195,433.0,636.75,0.005367640999999999,1,2015-10-02,554.0,0.0,0.0,0.0,0.0,0.0
5385,19.945,36.5,17.0,501.0,0.005266484,0,2015-02-14,540.0,0.0,0.0,0.0,0.0,0.0
7683,22.66666667,26.71333333,652.5,1030.333333,0.0045493140000000005,1,2015-03-02,757.0,0.0,0.0,0.0,0.0,0.0
13850,19.79,19.15,0.0,440.0,0.002725585,0,2015-07-02,210.0,0.0,0.0,0.0,0.0,0.0
5917,21.0,32.0,24.0,677.0,0.004925155,0,2015-02-15,1012.0,0.0,0.0,0.0,0.0,0.0
13986,19.76,19.26,0.0,442.33333330000005,0.00273619,0,2015-07-02,347.0,0.0,0.0,0.0,0.0,0.0
991,20.7225,29.67,0.0,488.75,0.004486083,0,2015-11-02,418.0,0.0,0.0,0.0,0.0,0.0
2410,20.5,22.445,0.0,734.5,0.0033413159999999996,0,2015-12-02,445.0,0.0,0.0,0.0,0.0,0.0
10947,20.96333333,24.89,0.0,443.33333330000005,0.0038154559999999996,0,2015-05-02,188.0,0.0,0.0,0.0,0.0,0.0
8919,20.85666667,24.92666667,0.0,552.6666667000001,0.00379597,0,2015-04-02,13.0,0.0,0.0,0.0,0.0,0.0
14174,19.63333333,19.5,38.33333333,451.33333330000005,0.002748638,0,2015-07-02,535.0,0.0,0.0,0.0,0.0,0.0
14025,19.7,19.39,0.0,444.0,0.0027444540000000003,0,2015-07-02,386.0,0.0,0.0,0.0,0.0,0.0
16715,19.29,26.79,0.0,464.5,0.003702057,0,2015-09-02,196.0,0.0,0.0,0.0,0.0,0.0
910,21.0,29.245,0.0,506.5,0.004498063,0,2015-11-02,337.0,0.0,0.0,0.0,0.0,0.0
3664,20.89,24.76666667,0.0,576.0,0.0037792459999999996,0,2015-02-13,259.0,0.0,0.0,0.0,0.0,0.0
15153,19.5,27.7,0.0,453.0,0.0038792609999999997,0,2015-08-02,1393.0,0.0,0.0,0.0,0.0,0.0
3685,20.89,24.29,0.0,580.5,0.0037060770000000003,0,2015-02-13,280.0,0.0,0.0,0.0,0.0,0.0
16974,19.39,26.1,0.0,465.5,0.003628808,0,2015-09-02,455.0,0.0,0.0,0.0,0.0,0.0
10644,21.1,19.5,0.0,489.0,0.003010542,0,2015-05-02,1204.0,0.0,0.0,0.0,0.0,0.0
11154,20.84,23.05,0.0,455.0,0.003504952,0,2015-05-02,395.0,0.0,0.0,0.0,0.0,0.0
11023,20.89,24.29,0.0,441.0,0.0037060770000000003,0,2015-05-02,264.0,0.0,0.0,0.0,0.0,0.0
10241,22.2,26.82333333,441.0,832.6666667000001,0.00443949,1,2015-05-02,862.0,0.0,0.0,0.0,0.0,0.0
8214,21.2,27.1,0.0,702.75,0.0042177790000000005,0,2015-03-02,1227.0,0.0,0.0,0.0,0.0,0.0
15997,21.5,34.045,489.0,1240.0,0.005407283000000001,1,2015-09-02,858.0,0.0,0.0,0.0,0.0,0.0
9212,21.73,27.0,0.0,533.3333333,0.004341725,0,2015-04-02,785.0,0.0,0.0,0.0,0.0,0.0
11199,20.7,22.5,0.0,455.0,0.003391335,0,2015-05-02,440.0,0.0,0.0,0.0,0.0,0.0
2715,23.745,25.365,801.25,707.5,0.004611038,1,2015-02-13,690.0,0.0,0.0,0.0,0.0,0.0
13685,19.7,28.5,0.0,430.5,0.00404226,0,2015-07-02,1365.0,0.0,0.0,0.0,0.0,0.0
6986,23.0,28.08166667,429.0,1059.6,0.004882538,1,2015-02-02,101.0,0.0,0.0,0.0,0.0,0.0
2799,23.79,25.2,740.0,599.0,0.004593335,1,2015-02-13,774.0,0.0,0.0,0.0,0.0,0.0
5493,19.89,35.4,0.0,540.6666667000001,0.005088944000000001,0,2015-02-15,48.0,0.0,0.0,0.0,0.0,0.0
12986,22.89,17.6,334.5,451.25,0.003030803,0,2015-07-02,727.0,0.0,0.0,0.0,0.0,0.0
12086,20.39,19.245,0.0,476.5,0.0028432870000000003,0,2015-06-02,1206.0,0.0,0.0,0.0,0.0,0.0
9301,21.445,25.745,0.0,493.5,0.004066556,0,2015-04-02,874.0,0.0,0.0,0.0,0.0,0.0
11444,21.34,21.1475,455.5,848.25,0.003314947,1,2015-06-02,625.0,0.0,0.0,0.0,0.0,0.0
10560,21.1,19.795,0.0,515.5,0.00305631,0,2015-05-02,1181.0,0.0,0.0,0.0,0.0,0.0
4753,19.89,35.4,0.0,532.0,0.005088944000000001,0,2015-02-14,1227.0,0.0,0.0,0.0,0.0,0.0
7274,20.89,23.2225,0.0,495.0,0.003542274,0,2015-02-02,389.0,0.0,0.0,0.0,0.0,0.0
11634,21.5,19.4175,500.25,655.25,0.003072557,1,2015-06-02,816.0,0.0,0.0,0.0,0.0,0.0
3991,22.39,24.99666667,671.3333332999999,586.3333332999999,0.0041835679999999995,1,2015-02-13,586.0,0.0,0.0,0.0,0.0,0.0
11135,20.89,23.2,0.0,448.5,0.003538822,0,2015-05-02,376.0,0.0,0.0,0.0,0.0,0.0
13917,19.79,19.29,0.0,442.5,0.002745599,0,2015-07-02,278.0,0.0,0.0,0.0,0.0,0.0
11919,21.39,20.5,0.0,725.5,0.003222838,0,2015-06-02,1100.0,0.0,0.0,0.0,0.0,0.0
7169,21.5,24.15,0.0,635.75,0.003826018,0,2015-02-02,284.0,0.0,0.0,0.0,0.0,0.0
16255,21.5,36.79,0.0,1491.0,0.005847363,0,2015-09-02,1116.0,0.0,0.0,0.0,0.0,0.0
5650,22.79,28.6,284.0,628.0,0.004910015,0,2015-02-15,744.0,0.0,0.0,0.0,0.0,0.0
3520,20.05,33.545,0.0,508.0,0.004868609,0,2015-02-13,1434.0,0.0,0.0,0.0,0.0,0.0
13481,20.0,18.7,0.0,435.5,0.002696288,0,2015-07-02,81.0,0.0,0.0,0.0,0.0,0.0
14877,19.39,27.65,0.0,435.0,0.003845644,0,2015-08-02,1178.0,0.0,0.0,0.0,0.0,0.0
15864,21.5,33.5675,467.75,1472.5,0.005330793,1,2015-09-02,725.0,0.0,0.0,0.0,0.0,0.0
8718,20.29,22.79,0.0,431.66666669999995,0.0033490020000000002,0,2015-03-02,412.0,0.0,0.0,0.0,0.0,0.0
10195,22.2675,26.1725,567.5,883.5,0.004348983,0,2015-05-02,816.0,0.0,0.0,0.0,0.0,0.0
549,20.7675,34.7175,422.5,600.75,0.00527042,1,2015-10-02,550.0,0.0,0.0,0.0,0.0,0.0
679,21.89,30.1,441.0,755.0,0.0048920529999999995,1,2015-11-02,106.0,0.0,0.0,0.0,0.0,0.0
5716,22.42666667,29.73,131.0,652.0,0.004993318,0,2015-02-15,811.0,0.0,0.0,0.0,0.0,0.0
9816,20.89,25.2,433.0,639.0,0.003845779,1,2015-04-02,497.0,0.0,0.0,0.0,0.0,0.0
3389,20.29,31.2,0.0,506.5,0.004593983,0,2015-02-13,1303.0,0.0,0.0,0.0,0.0,0.0
7170,21.5,24.175,0.0,635.5,0.003830003,0,2015-02-02,285.0,0.0,0.0,0.0,0.0,0.0
7642,22.2,27.52,548.6,1104.4,0.004555639,1,2015-03-02,716.0,0.0,0.0,0.0,0.0,0.0
6419,19.89,34.36333333,0.0,539.3333332999999,0.004938734,0,2015-02-15,133.0,0.0,0.0,0.0,0.0,0.0
12062,20.39,20.0,0.0,439.0,0.002955362,0,2015-06-02,101.0,0.0,0.0,0.0,0.0,0.0
2241,20.6,23.9975,0.0,554.25,0.0035959990000000003,0,2015-12-02,276.0,0.0,0.0,0.0,0.0,0.0
1833,20.6,25.95,0.0,541.5,0.003890409,0,2015-12-02,108.0,0.0,0.0,0.0,0.0,0.0
137,20.29,32.9,0.0,460.0,0.004846247,0,2015-10-02,138.0,0.0,0.0,0.0,0.0,0.0
14665,19.79,26.6,34.4,422.75,0.003792396,0,2015-08-02,966.0,0.0,0.0,0.0,0.0,0.0
2457,20.5,22.06666667,14.0,858.6666667000002,0.003284697,0,2015-12-02,492.0,0.0,0.0,0.0,0.0,0.0
15815,21.15,33.0425,479.0,1384.5,0.005134399999999999,1,2015-09-02,676.0,0.0,0.0,0.0,0.0,0.0
7564,21.79,28.158,490.6,1127.8,0.004546051,1,2015-03-02,638.0,0.0,0.0,0.0,0.0,0.0
8093,21.5,28.2,0.0,852.25,0.004472261,0,2015-03-02,1167.0,0.0,0.0,0.0,0.0,0.0
2669,23.29,24.3925,792.0,616.0,0.004312201,1,2015-02-13,644.0,0.0,0.0,0.0,0.0,0.0
11485,21.7225,20.7,479.0,848.25,0.003321712,1,2015-06-02,666.0,0.0,0.0,0.0,0.0,0.0
2597,21.0,25.54,0.0,574.5,0.003924616,0,2015-02-13,32.0,0.0,0.0,0.0,0.0,0.0
3740,20.79,24.96666667,0.0,566.0,0.0037864340000000004,0,2015-02-13,335.0,0.0,0.0,0.0,0.0,0.0
11127,20.84,23.245,0.0,448.5,0.003534771,0,2015-05-02,368.0,0.0,0.0,0.0,0.0,0.0
4716,19.84,35.9,0.0,500.0,0.0051453079999999995,0,2015-02-14,110.0,0.0,0.0,0.0,0.0,0.0
1055,20.5,28.16,0.0,484.66666669999995,0.004197832,0,2015-11-02,482.0,0.0,0.0,0.0,0.0,0.0
16744,19.34,26.7,0.0,469.0,0.00370112,0,2015-09-02,225.0,0.0,0.0,0.0,0.0,0.0
15420,19.29,31.5,0.0,435.0,0.004357482,0,2015-08-02,341.0,0.0,0.0,0.0,0.0,0.0
10975,21.0,24.6,0.0,436.0,0.003779293,0,2015-05-02,216.0,0.0,0.0,0.0,0.0,0.0
13889,19.79,19.29,0.0,436.0,0.002745599,0,2015-07-02,250.0,0.0,0.0,0.0,0.0,0.0
562,21.0,35.7,433.0,730.25,0.0054996609999999994,1,2015-10-02,563.0,0.0,0.0,0.0,0.0,0.0
11387,20.1,21.1,0.0,443.0,0.003063029,0,2015-06-02,28.0,0.0,0.0,0.0,0.0,0.0
188,20.245,32.895,0.0,454.5,0.00483194,0,2015-10-02,189.0,0.0,0.0,0.0,0.0,0.0
16825,19.39,26.79,0.0,467.5,0.003725317,0,2015-09-02,306.0,0.0,0.0,0.0,0.0,0.0
8103,21.39,27.89,0.0,820.3333332999999,0.004392837,0,2015-03-02,1177.0,0.0,0.0,0.0,0.0,0.0
9054,22.5,27.32333333,0.0,648.6666667000001,0.004606763,0,2015-04-02,688.0,0.0,0.0,0.0,0.0,0.0
8631,20.315,22.6,0.0,434.75,0.0033260940000000004,0,2015-03-02,325.0,0.0,0.0,0.0,0.0,0.0
6701,20.0,32.045,0.0,577.5,0.004634795,0,2015-02-15,416.0,0.0,0.0,0.0,0.0,0.0
403,20.2,33.09,0.0,452.5,0.004847194,0,2015-10-02,404.0,0.0,0.0,0.0,0.0,0.0
1740,21.5,28.2,0.0,565.0,0.004472261,0,2015-12-02,1155.0,0.0,0.0,0.0,0.0,0.0
16915,19.39,26.29,0.0,461.75,0.00365538,0,2015-09-02,396.0,0.0,0.0,0.0,0.0,0.0
16610,20.39,33.0,0.0,530.0,0.004891455,0,2015-09-02,1410.0,0.0,0.0,0.0,0.0,0.0
10286,22.525,28.025,513.5,1085.0,0.004733203,1,2015-05-02,907.0,0.0,0.0,0.0,0.0,0.0
13733,19.7,29.1,0.0,439.0,0.004127925,0,2015-07-02,1413.0,0.0,0.0,0.0,0.0,0.0
12204,20.05,18.89,0.0,443.5,0.002732288,0,2015-06-02,1324.0,0.0,0.0,0.0,0.0,0.0
10659,21.2,19.34,0.0,486.5,0.003004198,0,2015-05-02,1219.0,0.0,0.0,0.0,0.0,0.0
9998,22.1,26.65,469.0,1050.0,0.004383619,1,2015-05-02,619.0,0.0,0.0,0.0,0.0,0.0
5635,22.6,28.7675,263.5,628.0,0.004881946,0,2015-02-15,729.0,0.0,0.0,0.0,0.0,0.0
13749,19.65,29.34,0.0,433.0,0.004149208,0,2015-07-02,1429.0,0.0,0.0,0.0,0.0,0.0
6694,20.0,32.09,0.0,576.5,0.0046413520000000005,0,2015-02-15,409.0,0.0,0.0,0.0,0.0,0.0
5310,19.6,37.7,0.0,506.5,0.005324908000000001,0,2015-02-14,465.0,0.0,0.0,0.0,0.0,0.0
1191,23.0,23.2925,670.5,889.0,0.004044435,1,2015-12-02,606.0,0.0,0.0,0.0,0.0,0.0
13969,19.745,19.34,0.0,443.5,0.002745037,0,2015-07-02,330.0,0.0,0.0,0.0,0.0,0.0
8045,22.0,29.39,0.0,1058.5,0.004808187,0,2015-03-02,1119.0,0.0,0.0,0.0,0.0,0.0
9213,21.745,27.0,0.0,531.0,0.004345735,0,2015-04-02,786.0,0.0,0.0,0.0,0.0,0.0
12974,22.79,17.6,357.5,455.75,0.0030124009999999996,0,2015-07-02,715.0,0.0,0.0,0.0,0.0,0.0
12170,20.2,19.0,0.0,447.0,0.002774013,0,2015-06-02,1290.0,0.0,0.0,0.0,0.0,0.0
7925,22.7,31.12,443.4,1368.6,0.005317011999999999,1,2015-03-02,999.0,0.0,0.0,0.0,0.0,0.0
2729,23.89,25.29,808.0,690.3333332999999,0.004637878,1,2015-02-13,704.0,0.0,0.0,0.0,0.0,0.0
11319,21.96333333,25.39333333,498.66666669999995,925.3333332999998,0.004140638,1,2015-05-02,560.0,0.0,0.0,0.0,0.0,0.0
14799,19.29,27.5,0.0,425.0,0.00380077,0,2015-08-02,1100.0,0.0,0.0,0.0,0.0,0.0
13290,20.6,20.79,0.0,434.5,0.003112953,0,2015-07-02,1032.0,0.0,0.0,0.0,0.0,0.0
7042,22.6,25.218000000000004,439.8,861.0,0.004275443,1,2015-02-02,157.0,0.0,0.0,0.0,0.0,0.0
13389,20.2,23.29,0.0,441.0,0.0034037840000000004,0,2015-07-02,1130.0,0.0,0.0,0.0,0.0,0.0
11317,21.89,25.2925,495.5,910.75,0.004105549,1,2015-05-02,558.0,0.0,0.0,0.0,0.0,0.0
1787,20.6,26.195,0.0,518.0,0.003927371,0,2015-12-02,61.0,0.0,0.0,0.0,0.0,0.0
15966,21.2,32.9,469.0,1116.0,0.00512792,1,2015-09-02,827.0,0.0,0.0,0.0,0.0,0.0
527,20.42666667,33.56,405.0,494.33333330000005,0.004986493,1,2015-10-02,528.0,0.0,0.0,0.0,0.0,0.0
8778,20.39,23.7,398.3333333,507.0,0.003505185,1,2015-03-02,472.0,0.0,0.0,0.0,0.0,0.0
1306,24.0,22.6,275.0,770.0,0.004168931,0,2015-12-02,721.0,0.0,0.0,0.0,0.0,0.0
3251,21.0,25.09333333,0.0,572.6666667000001,0.003855553,0,2015-02-13,85.0,0.0,0.0,0.0,0.0,0.0
3552,21.0,24.54,0.0,579.5,0.0037700190000000003,0,2015-02-13,147.0,0.0,0.0,0.0,0.0,0.0
6163,20.0,34.59,0.0,549.0,0.0050058509999999995,0,2015-02-15,117.0,0.0,0.0,0.0,0.0,0.0
7797,23.29,27.772,496.2,1066.6,0.004914362,1,2015-03-02,871.0,0.0,0.0,0.0,0.0,0.0
2417,20.6,22.545,0.0,701.0,0.003377162,0,2015-12-02,452.0,0.0,0.0,0.0,0.0,0.0
6395,20.29,29.7,0.0,730.0,0.0043715659999999995,0,2015-02-15,1429.0,0.0,0.0,0.0,0.0,0.0
12384,20.5,19.1,0.0,433.0,0.002841082,0,2015-06-02,185.0,0.0,0.0,0.0,0.0,0.0
15551,19.2,31.1,0.0,430.5,0.004277545,0,2015-08-02,472.0,0.0,0.0,0.0,0.0,0.0
1075,20.6,27.84,0.0,491.5,0.004175659,0,2015-11-02,502.0,0.0,0.0,0.0,0.0,0.0
3856,20.79,25.5,0.0,523.0,0.003867822,0,2015-02-13,451.0,0.0,0.0,0.0,0.0,0.0
10350,22.39,26.84,449.5,1072.75,0.004494307,1,2015-05-02,971.0,0.0,0.0,0.0,0.0,0.0
12496,20.39,18.7,0.0,432.5,0.0027624109999999998,0,2015-06-02,297.0,0.0,0.0,0.0,0.0,0.0
1471,23.29,25.1,81.0,585.0,0.004438168,0,2015-12-02,885.0,0.0,0.0,0.0,0.0,0.0
9759,20.5,24.0,0.0,472.0,0.003574134,0,2015-04-02,440.0,0.0,0.0,0.0,0.0,0.0
17084,20.215,30.2275,419.0,774.9166667000001,0.004429034,1,2015-09-02,565.0,0.0,0.0,0.0,0.0,0.0
8995,24.1,25.918000000000003,789.6,1160.2,0.004814745,1,2015-04-02,628.0,0.0,0.0,0.0,0.0,0.0
12423,20.5,18.945,0.0,437.0,0.002817922,0,2015-06-02,224.0,0.0,0.0,0.0,0.0,0.0
1831,20.6,25.79,0.0,543.0,0.003866273,0,2015-12-02,105.0,0.0,0.0,0.0,0.0,0.0
14738,19.39,27.125,17.0,420.5,0.0037721829999999997,0,2015-08-02,1039.0,0.0,0.0,0.0,0.0,0.0
1442,23.79,24.2,133.0,631.5,0.004409768,0,2015-12-02,857.0,0.0,0.0,0.0,0.0,0.0
5285,19.6,38.4,0.0,502.0,0.0054246419999999995,0,2015-02-14,440.0,0.0,0.0,0.0,0.0,0.0
10384,22.365,26.29,438.0,1067.25,0.004394824,1,2015-05-02,1005.0,0.0,0.0,0.0,0.0,0.0
687,21.945,30.245,423.5,791.0,0.004932467,1,2015-11-02,114.0,0.0,0.0,0.0,0.0,0.0
8256,21.075,26.4725,0.0,649.6666667000001,0.004087765,0,2015-03-02,1269.0,0.0,0.0,0.0,0.0,0.0
1658,21.89,28.1,0.0,620.0,0.004564614,0,2015-12-02,1072.0,0.0,0.0,0.0,0.0,0.0
12616,20.2,18.6,0.0,438.0,0.0027153579999999997,0,2015-06-02,417.0,0.0,0.0,0.0,0.0,0.0
13802,19.89,18.89,0.0,443.0,0.0027052179999999997,0,2015-07-02,163.0,0.0,0.0,0.0,0.0,0.0
17090,20.29,30.53333333,433.0,843.6666667000002,0.004495112,1,2015-09-02,571.0,0.0,0.0,0.0,0.0,0.0
202,20.245,32.9,0.0,455.0,0.00483268,0,2015-10-02,203.0,0.0,0.0,0.0,0.0,0.0
4621,19.89,35.45,0.0,521.5,0.00509619,0,2015-02-14,1155.0,0.0,0.0,0.0,0.0,0.0
9335,21.39,25.7,0.0,483.0,0.004045656,0,2015-04-02,908.0,0.0,0.0,0.0,0.0,0.0
9729,20.54,24.1,0.0,466.4,0.003598032,0,2015-04-02,410.0,0.0,0.0,0.0,0.0,0.0
6165,20.0,34.545,0.0,538.0,0.0049992859999999995,0,2015-02-15,119.0,0.0,0.0,0.0,0.0,0.0
7224,21.1,23.4725,0.0,547.0,0.00362742,0,2015-02-02,339.0,0.0,0.0,0.0,0.0,0.0
2993,22.2,30.1,441.0,608.3333332999999,0.0049861540000000005,1,2015-02-13,968.0,0.0,0.0,0.0,0.0,0.0
10761,20.7,20.6,0.0,462.5,0.003103527,0,2015-05-02,1321.0,0.0,0.0,0.0,0.0,0.0
2009,21.0,26.29,0.0,563.0,0.0040406140000000005,0,2015-12-02,1363.0,0.0,0.0,0.0,0.0,0.0
12759,21.0,20.79,438.0,757.0,0.00319096,1,2015-06-02,560.0,0.0,0.0,0.0,0.0,0.0
15781,21.0,32.4,444.0,1262.0,0.004987213,1,2015-09-02,642.0,0.0,0.0,0.0,0.0,0.0
3963,21.7,25.865,539.25,587.25,0.004150322,1,2015-02-13,557.0,0.0,0.0,0.0,0.0,0.0
13227,21.2,19.29,19.0,443.0,0.0029963940000000003,0,2015-07-02,968.0,0.0,0.0,0.0,0.0,0.0
6144,20.0,34.9,0.0,536.25,0.005051078,0,2015-02-15,98.0,0.0,0.0,0.0,0.0,0.0
16368,19.39,27.2,0.0,466.5,0.0037826759999999996,0,2015-09-02,88.0,0.0,0.0,0.0,0.0,0.0
12394,20.55,19.0,0.0,430.0,0.002834911,0,2015-06-02,195.0,0.0,0.0,0.0,0.0,0.0
16623,20.39,32.95,0.0,513.0,0.004883985,0,2015-09-02,1423.0,0.0,0.0,0.0,0.0,0.0
4025,20.0,33.95,0.0,503.5,0.004912499,0,2015-02-14,20.0,0.0,0.0,0.0,0.0,0.0
14534,20.7,26.79,183.0,424.75,0.004042152,0,2015-08-02,835.0,0.0,0.0,0.0,0.0,0.0
743,21.815,29.815,419.0,708.5,0.004823059,1,2015-11-02,170.0,0.0,0.0,0.0,0.0,0.0
16932,19.29,26.2,0.0,466.0,0.0036200509999999996,0,2015-09-02,413.0,0.0,0.0,0.0,0.0,0.0
14664,19.79,26.6,36.66666667,418.6666667,0.003792396,0,2015-08-02,965.0,0.0,0.0,0.0,0.0,0.0
9249,21.6,26.5,0.0,514.0,0.0042268029999999995,0,2015-04-02,822.0,0.0,0.0,0.0,0.0,0.0
4367,19.9725,36.0,26.5,506.75,0.00520267,0,2015-02-14,902.0,0.0,0.0,0.0,0.0,0.0
10846,20.39,21.29,0.0,446.5,0.0031469479999999997,0,2015-05-02,1406.0,0.0,0.0,0.0,0.0,0.0
16474,20.5,33.82666667,0.0,722.6666667000001,0.005049423,0,2015-09-02,1274.0,0.0,0.0,0.0,0.0,0.0
13439,20.06666667,24.46333333,0.0,439.33333330000005,0.003546697,0,2015-07-02,1180.0,0.0,0.0,0.0,0.0,0.0
2031,21.0,26.39333333,0.0,566.0,0.004056599,0,2015-12-02,1385.0,0.0,0.0,0.0,0.0,0.0
2924,23.1,28.13333333,528.6666667,557.6666667000001,0.004921515,1,2015-02-13,899.0,0.0,0.0,0.0,0.0,0.0
15453,19.2,31.6,0.0,439.33333330000005,0.004346797,0,2015-08-02,374.0,0.0,0.0,0.0,0.0,0.0
1439,23.87,24.272,128.25,641.25,0.004444468,0,2015-12-02,853.0,0.0,0.0,0.0,0.0,0.0
14577,20.46333333,26.23,69.0,421.66666669999995,0.003899428,0,2015-08-02,878.0,0.0,0.0,0.0,0.0,0.0
13701,19.7,28.7,0.0,435.5,0.0040708129999999995,0,2015-07-02,1381.0,0.0,0.0,0.0,0.0,0.0
11569,21.7675,20.545,479.0,817.5,0.003305835,1,2015-06-02,751.0,0.0,0.0,0.0,0.0,0.0
13223,21.2225,19.2,32.25,439.75,0.002986488,0,2015-07-02,964.0,0.0,0.0,0.0,0.0,0.0
13431,20.1,24.2,0.0,435.0,0.0035155909999999998,0,2015-07-02,1172.0,0.0,0.0,0.0,0.0,0.0
8741,20.2,22.89,0.0,433.75,0.00334501,0,2015-03-02,435.0,0.0,0.0,0.0,0.0,0.0
